class,file,source,title,creator,license,license_url,page
jollof_rice,jollof_rice_web_0015.jpg,Wikimedia Commons,File:Jollof rice with boiled egg and fried chicken.jpg,daSupremo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_with_boiled_egg_and_fried_chicken.jpg
jollof_rice,jollof_rice_web_0016.jpg,Wikimedia Commons,File:Jollof rice with chicken and cauliflower.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_with_chicken_and_cauliflower.jpg
jollof_rice,jollof_rice_web_0017.jpg,Wikimedia Commons,File:Jollof rice with chicken and cauliflower 2.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_with_chicken_and_cauliflower_2.jpg
jollof_rice,jollof_rice_web_0018.jpg,Wikimedia Commons,File:Jollof rice with fried fish and plantains garnished with cucumber and tomatoes.jpg,Bukky658,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_with_fried_fish_and_plantains_garnished_with_cucumber_and_tomatoes.jpg
jollof_rice,jollof_rice_web_0019.jpg,Wikimedia Commons,File:Jollof rice with lettuce salad.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_with_lettuce_salad.jpg
jollof_rice,jollof_rice_web_0020.jpg,Wikimedia Commons,File:Jollof rice with vegetable.jpg,Segun Famisa,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_with_vegetable.jpg
jollof_rice,jollof_rice_web_0021.jpg,Wikimedia Commons,File:Jollof rice with vegetable salad.jpg,daSupremo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_with_vegetable_salad.jpg
jollof_rice,jollof_rice_web_0022.jpg,Wikimedia Commons,File:Jollof rice with vegetables.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_with_vegetables.jpg
jollof_rice,jollof_rice_web_0023.jpg,Wikimedia Commons,File:Nigerian Jollof rice and Chicken showcase with puff puff.jpg,Airypedia,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Nigerian_Jollof_rice_and_Chicken_showcase_with_puff_puff.jpg
jollof_rice,jollof_rice_web_0024.jpg,Wikimedia Commons,File:Ofada Rice and Jollof Rice.jpg,Major Lyte,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Ofada_Rice_and_Jollof_Rice.jpg
amala,amala_web_0000.jpg,Wikimedia Commons,"File:Amala, ewedu and assorted meat.jpg",Omolarabasirat,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Amala,_ewedu_and_assorted_meat.jpg"
amala,amala_web_0001.jpg,Wikimedia Commons,File:Amala and Beans Soup.jpg,Bukky658,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_and_Beans_Soup.jpg
amala,amala_web_0002.jpg,Wikimedia Commons,File:Amala and Ewedu Soup 19 04.jpg,Lord Ajax 001,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_and_Ewedu_Soup_19_04.jpg
amala,amala_web_0003.jpg,Wikimedia Commons,File:Amala and Ewedu with beef and fish.jpg,Bukky658,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_and_Ewedu_with_beef_and_fish.jpg
amala,amala_web_0004.jpg,Wikimedia Commons,File:Amala and Ewedu with fish and pomo stew and zobo.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_and_Ewedu_with_fish_and_pomo_stew_and_zobo.jpg
amala,amala_web_0005.jpg,Wikimedia Commons,File:Amala and Gbegiri with Ewedu soup.jpg,Bukky658,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_and_Gbegiri_with_Ewedu_soup.jpg
amala,amala_web_0006.jpg,Wikimedia Commons,File:Amala and ewedu.jpg,Stephanie cheks,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_and_ewedu.jpg
amala,amala_web_0008.jpg,Wikimedia Commons,File:Amala and ewedu with gbegiri soup.jpg,Bukky658,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_and_ewedu_with_gbegiri_soup.jpg
amala,amala_web_0009.jpg,Wikimedia Commons,File:Amala and ewedu with stew and cow head and leg.jpg,Creativity special,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_and_ewedu_with_stew_and_cow_head_and_leg.jpg
amala,amala_web_0010.jpg,Wikimedia Commons,File:Amala and gbegiri.jpg,Ebiojo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_and_gbegiri.jpg
amala,amala_web_0011.png,Wikimedia Commons,File:Amala ati Ewedu and Ogunfe.png,Jostbrain,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_ati_Ewedu_and_Ogunfe.png
amala,amala_web_0013.jpg,Wikimedia Commons,File:Amala served with ewedu(Pumpkin leaf) and beef.jpg,Aderiqueza,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_served_with_ewedu(Pumpkin_leaf)_and_beef.jpg
amala,amala_web_0014.jpg,Wikimedia Commons,File:Amala with Ewedu.jpg,Ajia4ty,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_with_Ewedu.jpg
amala,amala_web_0015.jpg,Wikimedia Commons,File:Amala with special soup combination.jpg,Zend2020,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_with_special_soup_combination.jpg
amala,amala_web_0016.jpg,Wikimedia Commons,File:Basket of Amala Ewedu and beef stew.jpg,Bukky658,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Basket_of_Amala_Ewedu_and_beef_stew.jpg
amala,amala_web_0017.jpg,Wikimedia Commons,"File:Blended or milled beans, Pawder Beans.jpg",Bembety,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Blended_or_milled_beans,_Pawder_Beans.jpg"
amala,amala_web_0018.jpg,Wikimedia Commons,File:Eba with Ewedu soup & Stew with Croaker Fish and Shaki.jpg,Oludafa,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Eba_with_Ewedu_soup_%26_Stew_with_Croaker_Fish_and_Shaki.jpg
amala,amala_web_0019.jpg,Wikimedia Commons,File:Ewedu.jpg,Rhodadara,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Ewedu.jpg
amala,amala_web_0020.jpg,Wikimedia Commons,File:Ewedu Leaf.jpg,Beeyah15,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Ewedu_Leaf.jpg
amala,amala_web_0021.jpg,Wikimedia Commons,File:Ewedu Soup.jpg,Aderiqueza,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Ewedu_Soup.jpg
amala,amala_web_0022.jpg,Wikimedia Commons,File:Ewedu soup with swallow.jpg,Mayejiro,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Ewedu_soup_with_swallow.jpg
amala,amala_web_0023.jpg,Wikimedia Commons,File:Image of Eba and gbegiri food.jpg,Ibjaja055,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Image_of_Eba_and_gbegiri_food.jpg
amala,amala_web_0024.jpg,Wikimedia Commons,File:Jute leaves soup.jpg,Tomioki,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jute_leaves_soup.jpg
amala,amala_web_0025.jpg,Wikimedia Commons,"File:Prepared yam flour with Ewedu, Chevon intestine and roasted cowskin.jpg",Bukky658,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Prepared_yam_flour_with_Ewedu,_Chevon_intestine_and_roasted_cowskin.jpg"
amala,amala_web_0026.jpg,Wikimedia Commons,File:Raw beans.jpg,Tesleemah,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Raw_beans.jpg
amala,amala_web_0027.jpg,Wikimedia Commons,File:Yoruba delicacies.jpg,Akum20,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Yoruba_delicacies.jpg
amala,amala_web_0028.jpg,Wikimedia Commons,File:A Nigerian balanced diet.jpg,PhoToria,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:A_Nigerian_balanced_diet.jpg
amala,amala_web_0029.jpg,Wikimedia Commons,"File:A woman selling elubo (yam flour) in Ipata market, Ilorin.jpg",Blackcoffeegirl,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:A_woman_selling_elubo_(yam_flour)_in_Ipata_market,_Ilorin.jpg"
amala,amala_web_0030.jpg,Wikimedia Commons,File:Amala.jpg,secretlondon123,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Amala.jpg
amala,amala_web_0031.jpg,Wikimedia Commons,File:Amala;Swallow food.jpg,Taoheedah,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala;Swallow_food.jpg
amala,amala_web_0032.png,Wikimedia Commons,File:AmalaAkkinenTeachAIDS Interview3.png,TeachAIDS,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:AmalaAkkinenTeachAIDS_Interview3.png
amala,amala_web_0033.jpg,Wikimedia Commons,File:AmalaSeller.jpg,Fowosire jnr,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:AmalaSeller.jpg
amala,amala_web_0034.jpg,Wikimedia Commons,File:Amala Akkineni (2019).jpg,Jaiprakash.jp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_Akkineni_(2019).jpg
amala,amala_web_0035.png,Wikimedia Commons,File:Amala Akkineni - TeachAIDS Interview.png,TeachAIDS,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Amala_Akkineni_-_TeachAIDS_Interview.png
amala,amala_web_0036.jpg,Wikimedia Commons,File:Amala Akkineni Facilitating Venkat Murthy .jpg,Venkat Narayana Murthy,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_Akkineni_Facilitating_Venkat_Murthy_.jpg
amala,amala_web_0037.png,Wikimedia Commons,File:Amala Akkineni TeachAIDS Interview2.png,TeachAIDS,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Amala_Akkineni_TeachAIDS_Interview2.png
amala,amala_web_0038.jpg,Wikimedia Commons,File:Amala Murabba 01.jpg,Suyash.dwivedi,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_Murabba_01.jpg
amala,amala_web_0039.jpg,Wikimedia Commons,File:Amala Murabba 01 2.jpg,Suyash.dwivedi,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_Murabba_01_2.jpg
amala,amala_web_0040.jpg,Wikimedia Commons,File:Amala With Ponmo And Abula.jpg,IFaRotimi,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_With_Ponmo_And_Abula.jpg
amala,amala_web_0041.jpg,Wikimedia Commons,File:Amala and Abula.jpg,Owoeye007,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_and_Abula.jpg
amala,amala_web_0042.jpg,Wikimedia Commons,File:Amala and Egg.jpg,Tesleemah,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_and_Egg.jpg
amala,amala_web_0043.jpg,Wikimedia Commons,File:Amala and fish 1.jpg,Koutchika Lihouenou Gaspard,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_and_fish_1.jpg
amala,amala_web_0044.jpg,Wikimedia Commons,File:Amala and Ẹ̀fọ riro.jpg,Taoheedah,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_and_%E1%BA%B8%CC%80f%E1%BB%8D_riro.jpg
amala,amala_web_0045.jpg,Wikimedia Commons,File:Amala with okra soup and fish.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_with_okra_soup_and_fish.jpg
amala,amala_web_0046.jpg,Wikimedia Commons,"File:Barn swallow (feeding) at Tennōji Park in Osaka, June 2016 - 315.jpg",Laitche,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Barn_swallow_(feeding)_at_Tenn%C5%8Dji_Park_in_Osaka,_June_2016_-_315.jpg"
amala,amala_web_0047.jpg,Wikimedia Commons,File:Barn swallow in Montezuma (14460).jpg,Rhododendrites,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Barn_swallow_in_Montezuma_(14460).jpg
amala,amala_web_0048.jpg,Wikimedia Commons,File:Barn swallow taking a bath.jpg,Prasan Shrestha,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Barn_swallow_taking_a_bath.jpg
amala,amala_web_0049.jpg,Wikimedia Commons,File:Black draw soup and swallow.jpg,Iamgreaced,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Black_draw_soup_and_swallow.jpg
amala,amala_web_0050.jpg,Wikimedia Commons,File:Cliff swallow 7488.jpg,Dori,CC BY-SA 3.0 us,https://creativecommons.org/licenses/by-sa/3.0/us/deed.en,https://commons.wikimedia.org/wiki/File:Cliff_swallow_7488.jpg
amala,amala_web_0051.jpg,Wikimedia Commons,File:Elubo (Amala flour).jpg,Tesleemah,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Elubo_(Amala_flour).jpg
amala,amala_web_0052.jpg,Wikimedia Commons,File:Elubo traders.jpg,Ayodele Adeniji,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Elubo_traders.jpg
amala,amala_web_0053.jpg,Wikimedia Commons,"File:Making of Amala in Badagry, Lagos. Nigeria.jpg",Koutchika Lihouenou Gaspard,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Making_of_Amala_in_Badagry,_Lagos._Nigeria.jpg"
amala,amala_web_0054.jpg,Wikimedia Commons,File:Michel Alibo Unterfahrt 20020222.JPG,Sven.petersen,Public domain,,https://commons.wikimedia.org/wiki/File:Michel_Alibo_Unterfahrt_20020222.JPG
amala,amala_web_0055.jpg,Wikimedia Commons,File:Northern rough-winged swallow 7435.jpg,Dori,CC BY-SA 3.0 us,https://creativecommons.org/licenses/by-sa/3.0/us/deed.en,https://commons.wikimedia.org/wiki/File:Northern_rough-winged_swallow_7435.jpg
amala,amala_web_0056.jpg,Wikimedia Commons,File:Pied-winged swallow (Hirundo leucosoma).jpg,Charles J. Sharp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Pied-winged_swallow_(Hirundo_leucosoma).jpg
amala,amala_web_0057.jpg,Wikimedia Commons,File:Southern rough-winged swallow (Stelgidopteryx ruficollis ruficollis).JPG,Charles J. Sharp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Southern_rough-winged_swallow_(Stelgidopteryx_ruficollis_ruficollis).JPG
amala,amala_web_0058.jpg,Wikimedia Commons,File:Swallow-tailed bee-eater (Merops hirundineus chrysolaimus).jpg,Charles J. Sharp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Swallow-tailed_bee-eater_(Merops_hirundineus_chrysolaimus).jpg
amala,amala_web_0059.jpg,Wikimedia Commons,File:Swallow August 2013-2.jpg,Alvesgaspar,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Swallow_August_2013-2.jpg
amala,amala_web_0060.jpg,Wikimedia Commons,File:Swallow Prominent on a grey wall.jpg,W.carter,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Swallow_Prominent_on_a_grey_wall.jpg
amala,amala_web_0061.jpg,Wikimedia Commons,File:Swallow flying drinking.jpg,sanchezn,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Swallow_flying_drinking.jpg
eba,eba_web_0000.jpg,Wikimedia Commons,File:A woman frying Garri.jpg,Chidinma0025,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:A_woman_frying_Garri.jpg
eba,eba_web_0001.jpg,Wikimedia Commons,"File:African dish,,Egusi Soup and Eba.jpg",Kethsa Kingsley,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:African_dish,,Egusi_Soup_and_Eba.jpg"
eba,eba_web_0002.jpg,Wikimedia Commons,File:Draw soup and Garri.jpg,Egbuchu,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Draw_soup_and_Garri.jpg
eba,eba_web_0003.jpg,Wikimedia Commons,File:Eba (swallow food).jpg,Tesleemah,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Eba_(swallow_food).jpg
eba,eba_web_0004.jpg,Wikimedia Commons,File:Eba and Okra Soup.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Eba_and_Okra_Soup.jpg
eba,eba_web_0005.jpg,Wikimedia Commons,File:Eba and soup.jpg,Juliegwen,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Eba_and_soup.jpg
eba,eba_web_0006.jpg,Wikimedia Commons,File:Gari processing.jpg,Liberty photography,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Gari_processing.jpg
eba,eba_web_0007.jpg,Wikimedia Commons,File:Garri (Eba) and Vegetable soup.jpg,Major Lyte,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Garri_(Eba)_and_Vegetable_soup.jpg
eba,eba_web_0008.jpg,Wikimedia Commons,File:Garri Displayed For Sale After Processing.jpg,Airypedia,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Garri_Displayed_For_Sale_After_Processing.jpg
eba,eba_web_0009.jpg,Wikimedia Commons,File:Garri Processing.jpg,OnyekeEjike,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Garri_Processing.jpg
eba,eba_web_0010.jpg,Wikimedia Commons,File:Garri and Groundnuts with honey.jpg,Count Zugu,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Garri_and_Groundnuts_with_honey.jpg
eba,eba_web_0011.jpg,Wikimedia Commons,File:Garri and atama soup.jpg,Daniel Paullll,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Garri_and_atama_soup.jpg
eba,eba_web_0012.jpg,Wikimedia Commons,File:Garri garnished with onions and other spice.jpg,Bukky658,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Garri_garnished_with_onions_and_other_spice.jpg
eba,eba_web_0013.jpg,Wikimedia Commons,File:Garri grinding.jpg,Rose ugwoke,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Garri_grinding.jpg
eba,eba_web_0014.jpg,Wikimedia Commons,File:Garri maker.jpg,Fashakin Michael,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Garri_maker.jpg
eba,eba_web_0015.jpg,Wikimedia Commons,File:Garri making.jpg,Omagxii,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Garri_making.jpg
eba,eba_web_0016.jpg,Wikimedia Commons,File:Luca Garri - Aquila Basket Trento 2012.JPG,Niccolò Caranti,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Luca_Garri_-_Aquila_Basket_Trento_2012.JPG
eba,eba_web_0017.jpg,Wikimedia Commons,File:Measuring Garri 01.jpg,Ogalihillary,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Measuring_Garri_01.jpg
eba,eba_web_0018.jpg,Wikimedia Commons,File:Measuring Garri 03.jpg,Ogalihillary,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Measuring_Garri_03.jpg
eba,eba_web_0019.jpg,Wikimedia Commons,File:Men selling white and yellow garri at the market.jpg,Sunday Glory,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Men_selling_white_and_yellow_garri_at_the_market.jpg
eba,eba_web_0020.jpg,Wikimedia Commons,File:Nigerian Garri (Eba) and Egusi Soup.jpg,NiferO,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Nigerian_Garri_(Eba)_and_Egusi_Soup.jpg
