class,file,source,title,creator,license,license_url,page
amala,amala_0b50ccf4c3.jpg,Wikimedia Commons,File:Eba with Ewedu soup & Stew with Croaker Fish and Shaki.jpg,Oludafa,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Eba_with_Ewedu_soup_%26_Stew_with_Croaker_Fish_and_Shaki.jpg
amala,amala_c76643b7a8.jpg,Wikimedia Commons,File:Ewedu soup with swallow.jpg,Mayejiro,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Ewedu_soup_with_swallow.jpg
amala,amala_c895055ea2.jpg,Wikimedia Commons,File:Image of Eba and gbegiri food.jpg,Ibjaja055,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Image_of_Eba_and_gbegiri_food.jpg
amala,amala_50d096d651.jpg,Wikimedia Commons,File:Jute leaves soup.jpg,Tomioki,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jute_leaves_soup.jpg
amala,amala_ed1f450098.jpg,Wikimedia Commons,"File:Prepared yam flour with Ewedu, Chevon intestine and roasted cowskin.jpg",Bukky658,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Prepared_yam_flour_with_Ewedu,_Chevon_intestine_and_roasted_cowskin.jpg"
amala,amala_b3739ada9c.jpg,Wikimedia Commons,File:A Nigerian balanced diet.jpg,PhoToria,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:A_Nigerian_balanced_diet.jpg
amala,amala_571a7aca6c.jpg,Wikimedia Commons,File:Amala With Ponmo And Abula.jpg,IFaRotimi,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_With_Ponmo_And_Abula.jpg
amala,amala_985264210a.jpg,Wikimedia Commons,File:Amala and Abula.jpg,Owoeye007,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_and_Abula.jpg
amala,amala_9466254945.jpg,Wikimedia Commons,File:Amala and Egg.jpg,Tesleemah,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_and_Egg.jpg
amala,amala_157ad12315.jpg,Wikimedia Commons,File:Amala and fish 1.jpg,Koutchika Lihouenou Gaspard,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_and_fish_1.jpg
amala,amala_cb15186ac5.jpg,Wikimedia Commons,File:Amala and Ẹ̀fọ riro.jpg,Taoheedah,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_and_%E1%BA%B8%CC%80f%E1%BB%8D_riro.jpg
amala,amala_5f282fbb98.jpg,Wikimedia Commons,File:Amala with okra soup and fish.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Amala_with_okra_soup_and_fish.jpg
amala,amala_7cdf1b32c5.jpg,Wikimedia Commons,File:Black draw soup and swallow.jpg,Iamgreaced,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Black_draw_soup_and_swallow.jpg
eba,eba_edda849c97.jpg,Wikimedia Commons,"File:African dish,,Egusi Soup and Eba.jpg",Kethsa Kingsley,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:African_dish,,Egusi_Soup_and_Eba.jpg"
eba,eba_bfdbd37658.jpg,Wikimedia Commons,File:Draw soup and Garri.jpg,Egbuchu,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Draw_soup_and_Garri.jpg
eba,eba_bfce1eae3c.jpg,Wikimedia Commons,File:Eba (swallow food).jpg,Tesleemah,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Eba_(swallow_food).jpg
eba,eba_7db0c69797.jpg,Wikimedia Commons,File:Eba and Okra Soup.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Eba_and_Okra_Soup.jpg
eba,eba_80a794756d.jpg,Wikimedia Commons,File:Eba and soup.jpg,Juliegwen,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Eba_and_soup.jpg
eba,eba_1b3c240299.jpg,Wikimedia Commons,File:Garri (Eba) and Vegetable soup.jpg,Major Lyte,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Garri_(Eba)_and_Vegetable_soup.jpg
eba,eba_89beefb0e7.jpg,Wikimedia Commons,File:Garri and Groundnuts with honey.jpg,Count Zugu,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Garri_and_Groundnuts_with_honey.jpg
eba,eba_685c37a62a.jpg,Wikimedia Commons,File:Garri and atama soup.jpg,Daniel Paullll,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Garri_and_atama_soup.jpg
eba,eba_e43c20e535.jpg,Wikimedia Commons,File:Nigerian Garri (Eba) and Egusi Soup.jpg,NiferO,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Nigerian_Garri_(Eba)_and_Egusi_Soup.jpg
eba,eba_ac80420e81.jpg,Wikimedia Commons,File:Original Nigerian Egusi soup and yellow garri (Eba).jpg,PrincewillJohn25,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Original_Nigerian_Egusi_soup_and_yellow_garri_(Eba).jpg
eba,eba_d39514895a.jpg,Wikimedia Commons,File:Yellow garri (Eba) (cropped).jpg,PrincewillJohn25,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Yellow_garri_(Eba)_(cropped).jpg
eba,eba_aaa1a8c736.jpg,Wikimedia Commons,File:Eba Swallow.jpg,ChimaBee,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Eba_Swallow.jpg
eba,eba_453d7a6000.jpg,Wikimedia Commons,File:Eba and Efo riro (Vegetable Soup) with Fish.jpg,Jide Charles (Jidus),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Eba_and_Efo_riro_(Vegetable_Soup)_with_Fish.jpg
eba,eba_7277a65b74.jpg,Wikimedia Commons,File:Eba and Egusi soup.JPG,Phazipotash,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Eba_and_Egusi_soup.JPG
eba,eba_d18076ea35.jpg,Wikimedia Commons,File:Eba and Vegetable Soup with Fish.jpg,Jide Charles (Jidus),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Eba_and_Vegetable_Soup_with_Fish.jpg
eba,eba_7da6aa8e8a.jpg,Wikimedia Commons,File:Eba and ogbono soup.jpg,Itsmrchacha,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Eba_and_ogbono_soup.jpg
eba,eba_4efa2ef060.jpg,Wikimedia Commons,File:Eba served with Fresh fish banga soup in a clay pot.jpg,Justdifference,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Eba_served_with_Fresh_fish_banga_soup_in_a_clay_pot.jpg
eba,eba_0b50ccf4c3.jpg,Wikimedia Commons,File:Eba with Ewedu soup & Stew with Croaker Fish and Shaki.jpg,Oludafa,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Eba_with_Ewedu_soup_%26_Stew_with_Croaker_Fish_and_Shaki.jpg
egusi_soup,egusi_soup_b56f148b47.jpg,Wikimedia Commons,File:A Northern Nigeria Egushi soup 10.jpg,Hajjare,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:A_Northern_Nigeria_Egushi_soup_10.jpg
egusi_soup,egusi_soup_8404bba18e.jpg,Wikimedia Commons,File:A plate of Egusi and Ugwu Soup garnished with ponmo also known as roasted cowskin.jpg,Bukky658,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:A_plate_of_Egusi_and_Ugwu_Soup_garnished_with_ponmo_also_known_as_roasted_cowskin.jpg
egusi_soup,egusi_soup_edda849c97.jpg,Wikimedia Commons,"File:African dish,,Egusi Soup and Eba.jpg",Kethsa Kingsley,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:African_dish,,Egusi_Soup_and_Eba.jpg"
egusi_soup,egusi_soup_7cd0d5095d.jpg,Wikimedia Commons,File:Agusi soup.jpg,Sir Ibee,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Agusi_soup.jpg
egusi_soup,egusi_soup_2d1d82411e.jpg,Wikimedia Commons,File:Big lot of Egusi soup.jpg,Noila's Enterprises,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Big_lot_of_Egusi_soup.jpg
egusi_soup,egusi_soup_198c77fdd4.jpg,Wikimedia Commons,File:EGUSI SOUP.JPG,Ask4ugo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:EGUSI_SOUP.JPG
egusi_soup,egusi_soup_7277a65b74.jpg,Wikimedia Commons,File:Eba and Egusi soup.JPG,Phazipotash,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Eba_and_Egusi_soup.JPG
egusi_soup,egusi_soup_b3171cb607.jpg,Wikimedia Commons,File:Egusi Soup. Egusi is the indegenious soup of Nigerians. This soup is named after the thickener -Egusi;Egusi is gotten from Fluted Pumpkin or Melon seeds..jpg,Okache Ruthie,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Egusi_Soup._Egusi_is_the_indegenious_soup_of_Nigerians._This_soup_is_named_after_the_thickener_-Egusi;Egusi_is_gotten_from_Fluted_Pumpkin_or_Melon_seeds..jpg
egusi_soup,egusi_soup_f5b81365de.jpg,Wikimedia Commons,File:Egusi Soup.jpg,AkinkuotuFunmi,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Egusi_Soup.jpg
egusi_soup,egusi_soup_44f2593fd8.jpg,Wikimedia Commons,File:Egusi Soup with Poundo.jpg,Iwuala Lucy,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Egusi_Soup_with_Poundo.jpg
egusi_soup,egusi_soup_5f98b891cf.jpg,Wikimedia Commons,File:Egusi and bitter leaf soup..jpg,Drkevwe,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Egusi_and_bitter_leaf_soup..jpg
egusi_soup,egusi_soup_7494caf3ee.jpg,Wikimedia Commons,File:Egusi soup 333.jpg,Sasu photography,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Egusi_soup_333.jpg
egusi_soup,egusi_soup_49077188dd.jpg,Wikimedia Commons,File:Egusi soup an igbo delicacy.jpg,Bibisuccess,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Egusi_soup_an_igbo_delicacy.jpg
egusi_soup,egusi_soup_398a2abf76.jpg,Wikimedia Commons,File:Egusi soup and Akpu.jpg,Ceentia,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Egusi_soup_and_Akpu.jpg
egusi_soup,egusi_soup_e2ddc390b4.jpg,Wikimedia Commons,File:Egusi soup in a plate.jpg,Tesleemah,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Egusi_soup_in_a_plate.jpg
egusi_soup,egusi_soup_a4023bc814.jpg,Wikimedia Commons,File:Egusi soup with beef.jpg,Fatimah Bello,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Egusi_soup_with_beef.jpg
egusi_soup,egusi_soup_8cba7ee505.jpg,Wikimedia Commons,File:Egusi soup with ponmo and beef.jpg,Bukky658,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Egusi_soup_with_ponmo_and_beef.jpg
egusi_soup,egusi_soup_175dcccf36.jpg,Wikimedia Commons,File:Fish Egusi soup.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Fish_Egusi_soup.jpg
egusi_soup,egusi_soup_6dc9dc8be2.jpg,Wikimedia Commons,File:Freshly made egusi soup.jpg,Honeydear,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Freshly_made_egusi_soup.jpg
egusi_soup,egusi_soup_ae74b7149f.jpg,Wikimedia Commons,File:Melon Soup.jpg,Iwai-Dialax,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:Melon_Soup.jpg
egusi_soup,egusi_soup_cc4c2e8ae0.jpg,Wikimedia Commons,File:Melon soup (Egusi) and swallow ( Nigerian dish).jpg,Beendy234,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Melon_soup_(Egusi)_and_swallow_(_Nigerian_dish).jpg
egusi_soup,egusi_soup_61706462ba.jpg,Wikimedia Commons,File:Melon soup with wheat.jpg,Abasswealth,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Melon_soup_with_wheat.jpg
egusi_soup,egusi_soup_9c8fa63d3f.jpg,Wikimedia Commons,File:Nigeria egusi.jpg,Antoshananarivo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Nigeria_egusi.jpg
egusi_soup,egusi_soup_32752478b8.jpg,Wikimedia Commons,"File:Nigerian egusi soup, okra soup, catfish stew, and cooked pepper mix.jpg",Joan Onanyo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Nigerian_egusi_soup,_okra_soup,_catfish_stew,_and_cooked_pepper_mix.jpg"
egusi_soup,egusi_soup_7a09582852.jpg,Wikimedia Commons,"File:Okra soup, melon soup and catfish stew.jpg",Joan Onanyo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Okra_soup,_melon_soup_and_catfish_stew.jpg"
egusi_soup,egusi_soup_3191504874.jpg,Wikimedia Commons,File:Plates of Egusi Soup with vegetables and wrapped Pounded Yam.jpg,James Moore200,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Plates_of_Egusi_Soup_with_vegetables_and_wrapped_Pounded_Yam.jpg
egusi_soup,egusi_soup_9978d5d702.jpg,Wikimedia Commons,File:Pot of Egusi soup.jpg,Bukky658,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Pot_of_Egusi_soup.jpg
egusi_soup,egusi_soup_dca0d0762a.jpg,Wikimedia Commons,File:Pounded Yam and Egusi Soup.jpg,Justdifference,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Pounded_Yam_and_Egusi_Soup.jpg
egusi_soup,egusi_soup_8df4bf4904.jpg,Wikimedia Commons,File:Semovita and egusi soup.jpg,Bukky658,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Semovita_and_egusi_soup.jpg
egusi_soup,egusi_soup_0793db5b89.jpg,Wikimedia Commons,File:Served Pupuru and Egusi soup.jpg,NA BRAIN,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Served_Pupuru_and_Egusi_soup.jpg
egusi_soup,egusi_soup_2e7e5c9601.jpg,Wikimedia Commons,File:Ẹgusi Soup.jpg,Taoheedah,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:%E1%BA%B8gusi_Soup.jpg
jollof_rice,jollof_rice_5c2cac038e.jpg,Wikimedia Commons,File:A Nigeria Jollof Rice with chicken.jpg,Ei'eke,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:A_Nigeria_Jollof_Rice_with_chicken.jpg
jollof_rice,jollof_rice_655118d5f3.jpg,Wikimedia Commons,File:Ghanaian Jollof Rice.jpg,Charles Haynes,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Ghanaian_Jollof_Rice.jpg
jollof_rice,jollof_rice_cce89ae523.jpg,Wikimedia Commons,File:JOLLOF RICE SERVED WITH FISH.jpg,Obihoja,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:JOLLOF_RICE_SERVED_WITH_FISH.jpg
jollof_rice,jollof_rice_8ca97dbaa3.jpg,Wikimedia Commons,File:Jollof (Jollof- Rice).jpg,DromoTetteh,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_(Jollof-_Rice).jpg
jollof_rice,jollof_rice_4bca515af3.jpg,Wikimedia Commons,File:Jollof 001.jpg,Azorbli,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_001.jpg
jollof_rice,jollof_rice_ca941d67d7.jpg,Wikimedia Commons,File:Jollof rice.jpg,"Salamisa, en.wikipedia",Public domain,,https://commons.wikimedia.org/wiki/File:Jollof_rice.jpg
jollof_rice,jollof_rice_4e57d24800.jpg,Wikimedia Commons,File:Jollof rice and Dodo.jpg,Skarfmacaronne,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_and_Dodo.jpg
jollof_rice,jollof_rice_43542b2903.jpg,Wikimedia Commons,File:Jollof rice and tomato stew.jpg,Maame1Yaa,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_and_tomato_stew.jpg
jollof_rice,jollof_rice_e0f66a3208.jpg,Wikimedia Commons,File:Jollof rice and veggies.jpg,daSupremo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_and_veggies.jpg
jollof_rice,jollof_rice_4743e8be7e.jpg,Wikimedia Commons,File:Jollof rice with boiled egg and fried chicken.jpg,daSupremo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_with_boiled_egg_and_fried_chicken.jpg
jollof_rice,jollof_rice_450f31a031.jpg,Wikimedia Commons,File:Jollof rice with chicken and cauliflower.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_with_chicken_and_cauliflower.jpg
jollof_rice,jollof_rice_05063cb780.jpg,Wikimedia Commons,File:Jollof rice with chicken and cauliflower 2.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_with_chicken_and_cauliflower_2.jpg
jollof_rice,jollof_rice_e212f4f544.jpg,Wikimedia Commons,File:Jollof rice with fried fish and plantains garnished with cucumber and tomatoes.jpg,Bukky658,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_with_fried_fish_and_plantains_garnished_with_cucumber_and_tomatoes.jpg
jollof_rice,jollof_rice_16ad0192f1.jpg,Wikimedia Commons,File:Jollof rice with lettuce salad.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_with_lettuce_salad.jpg
jollof_rice,jollof_rice_e7c9f00e16.jpg,Wikimedia Commons,File:Jollof rice with vegetable.jpg,Segun Famisa,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_with_vegetable.jpg
jollof_rice,jollof_rice_c1c3a13b99.jpg,Wikimedia Commons,File:Jollof rice with vegetable salad.jpg,daSupremo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_with_vegetable_salad.jpg
jollof_rice,jollof_rice_fb4ffcfbc1.jpg,Wikimedia Commons,File:Ofada Rice and Jollof Rice.jpg,Major Lyte,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Ofada_Rice_and_Jollof_Rice.jpg
jollof_rice,jollof_rice_445dfdbdcf.jpg,Wikimedia Commons,File:Jollof rice and vegetables.jpg,daSupremo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_and_vegetables.jpg
jollof_rice,jollof_rice_1df135b993.jpg,Wikimedia Commons,File:Jollof rice by Chef Phizzle. Native Delight. 04.jpg,Phizzle01,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_by_Chef_Phizzle._Native_Delight._04.jpg
jollof_rice,jollof_rice_bcf7984dd6.jpg,Wikimedia Commons,File:Jollof rice in Ghana.jpg,Edithobayaa1,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_in_Ghana.jpg
jollof_rice,jollof_rice_1ad51201b2.jpg,Wikimedia Commons,File:Jollof rice with fish garnished with tomatoes cucumber onions and dates.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Jollof_rice_with_fish_garnished_with_tomatoes_cucumber_onions_and_dates.jpg
jollof_rice,jollof_rice_ce9a2a5eb6.jpg,Wikimedia Commons,File:Nigerian Jollof rice @Tyap Wiki Zaria Outreach.jpg,Kambai Akau,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Nigerian_Jollof_rice_@Tyap_Wiki_Zaria_Outreach.jpg
jollof_rice,jollof_rice_400ab279ce.jpg,Wikimedia Commons,File:Nigerian jollof rice.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Nigerian_jollof_rice.jpg
jollof_rice,jollof_rice_a0d8b2e6bc.jpg,Wikimedia Commons,File:Party Nigerian jollof rice.jpg,Halima Waziri,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Party_Nigerian_jollof_rice.jpg
